msg,Id
"03:21 pm January 9, 2017                     Posted By Tommaso Giorgio Piantanida on 07 Jan 2017 10:32 AM  Hi Conor,    thanks for sharing your strategy.    I'm also plan to take this exam in the next days and I'm preparing the exam using the same resources    I'm currently working on the mplaza  mock-up  exams.    How close are they to the actual exam ?    I find questions of mplaza exams a bit pretentious or ""text-trap"" (for instance they speak about the length of a product backlog... while the scrum guide focus more , in my opinion correctly , on the level of detail and ""readiness"" of a product backlog item )    Thanks     Tommaso   They are a good guide to be honest. I would say slightly more difficult than the real exam but good prep. If I remember correctly, they had more wordy/lengthy questions/scenarios than the actual exam. I didn't have to think much about the exam questions, give a quick scan and the answer was obvious. But that's obvious to me because I prepared well - other answers might look just as valid as the right one.           Log in or register to post comments",7471
Log in to reply,7471
Messages,5436
"12:37 pm March 20, 2013                             Hi,  When the sprint backlog can change?  Both remove an item because it no longer makes sense for the scope or add an item just because the sprint backlog is over, but the sprint timebox not yet.  What are the rules and what are the exceptions?  thanks,  Maicol",5436
"02:05 pm March 20, 2013                    Hi Maicol  In both of the situations you describe, the sprint backlog should be replanned immediately. There is usually no value in progressing a redundant PBI or in having a team wait until the end of a sprint before accepting more work.  Note: only the development team can change the sprint backlog, because they own it. Nothing can be put in or taken out without their authorisation.          Log in or register to post comments",5436
"02:09 pm March 20, 2013                    +++++1 to Ian's response, though I would also add that the PO should be involved in the discussion about what is dropped or added to a Sprint.  In terms of adding or removing scope, you might find this chart helpful:  http://www.scrumcrazy.com/scope          Log in or register to post comments",5436
"01:42 am March 21, 2013                    The whole team including PO should be involved while adding/removing anything from the sprint backlog. While adding anything new it should be PO's decision to take the top priority item from product backlog and move it into the sprint backlog.  The team should be transparent in telling about any change in the sprint backlog during the sprint review meeting.          Log in or register to post comments",5436
"02:11 pm March 21, 2013                    Sanjay,  I want to make a distinction in your advice.  The Sprint Backlog is ""PBI's + a plan to deliver the PBI's"".  The PO doesn't ever really have to be involved if the ""plan"" changes, but they do have to be involved if the PBI's change materially (or the number of them forecasted for the sprint changes materially).  So, while the PO must be involved in the decision to add/change/drop PBI's, they need not be involved in any changes to the ""plan"".  It is also ok if the Dev Team wants to involve the PO in changing the ""plan"".  Also, the Scrum Master doesn't need to be involved in any of the above, except as needed to make sure that Scrum is followed.  Does that make sense?          Log in or register to post comments",5436
"02:14 pm March 21, 2013                    While adding anything new it should be PO's decision to take the top priority item from product backlog and move it into the sprint backlog.   Also, this is not always the case.  The PO may decide to bring a PBI into the sprint that is *not* the top priority item from the PB.  They may have other reasons for bringing something different into the sprint, which is why they should always be involved when changing the ""scope""(PBI's) of the Sprint Backlog.    It's also worth nothing that priority is just one factor when ordering the Product Backlog.  Other factors are necessity, technical dependency, business value, etc.  See the Scrum Guide for more info on that.          Log in or register to post comments",5436
"12:44 am March 22, 2013                    Yep  My idea was on adding/removing a PBI in the sprint backlog. I agree that PO and SM should not be involved in sprint execution plan.          Log in or register to post comments",5436
"10:48 am March 2, 2016                    Hi All,  I would actually agree with Charles and Ian but I was going through the book ""Agile Project Management with Scrum""  by Ken Schwaber and he acttually talks about a frozen product backlog in the sprint.  He litterally says: ""The Team commits to Product Backlog during the Sprint planning meeting. No one is allowed to change this Product Backlog during the Sprint. The Product Backlog is frozen until the end of the Sprint.""  So apparently no Items can be added.  The weird thing is that he also states:""the ScrumMaster can abnormally terminate the Sprint and initiate a new Sprint planning meeting to initiate the next Sprint. The  ScrumMaster can make this change of his or her own accord or as requested by the Team or the Product Owner."" This contradicts the scrum guide.  The only explanation I can give is that his book is frm 2004 and maybe he modified scrum framework.  Can anybody explains this because it generates huge confusion.  Thanks          Log in or register to post comments",5436
"11:48 am March 2, 2016                    > The only explanation I can give is that his book   > is frm 2004 and maybe he modified scrum framework.   Absolutely right.          Log in or register to post comments",5436
"05:56 am March 17, 2016                    I have the same Question... Please Help......          Log in or register to post comments",5436
"03:39 pm March 18, 2016                     Posted By Filippo Cecchini on 02 Mar 2016 10:48 AM   He litterally says: ""The Team commits to Product Backlog during the Sprint planning meeting. No one is allowed to change this Product Backlog during the Sprint. The Product Backlog is frozen until the end of the Sprint.""    So apparently no Items can be added.   Filippo,  Ask yourself if a ""frozen"" sprint backlog supports agility.  Be wary anytime the emphasis is placed on process.   Rigidity does not support agility!  Agile Principle #2 - ""Welcome changing requirements, even late in development. Agile processes harness change for the customer's competitive advantage.""          Log in or register to post comments",5436
"07:00 pm August 17, 2016                    Timothy I fully agree with this approach. Nevertheless in some materials preparing to PSM certificate I have found question: ""who can change the sprint backlog items?"" I thought about the Development team, but the correct answer was: ""Noone, Note that development team is always changing the tasks.""  Fore me it was obvious that if something happens there is a need to change sprint backlog 'even late in development' - but after this question - I am greatly confused. Do you have any idea how to logically explain those 2 different approches? I would be very greatful if you - or anyone who understands it - could help.          Log in or register to post comments",5436
"07:46 pm August 17, 2016                    : ""who can change the sprint backlog items?"" I thought about the Development team, but the correct answer was: ""Noone, Note that development team is always changing the tasks.""  I too am confused. What’s the source of the question?  According to Scrum, the Sprint Backlog can only be modified if it doesn’t mutate the Sprint Goal. The Development Team is in charge with managing the Sprint Backlog and can edit it if in accordance to this principle.   If they feel that their edits will significantly change the Sprint Goal then they collaborate with the Product Owner about this issue. ‘  Only under extreme circumstances may the Product owner cancel a Sprint (changed goals). However, due to the short duration of Sprints this minimizes the likelihood of cancellation arising.            Log in or register to post comments",5436
"05:02 pm August 18, 2016                     Posted By Anna Kalita on 17 Aug 2016 07:00 PM  Timothy I fully agree with this approach. Nevertheless in some materials preparing to PSM certificate I have found question: ""who can change the sprint backlog items?"" I thought about the Development team, but the correct answer was: ""Noone, Note that development team is always changing the tasks.""    Fore me it was obvious that if something happens there is a need to change sprint backlog 'even late in development' - but after this question - I am greatly confused. Do you have any idea how to logically explain those 2 different approches? I would be very greatful if you - or anyone who understands it - could help.  Anna,  The Scrum Guide explicitly states the following:  ""Only the Development Team can change its Sprint Backlog during a Sprint. ""  You need to be careful with any exam sources provided by 3rd parties, as they may promote an imperfect understanding of Scrum, and provide confusion instead of clarity around Scrum.  The Sprint Backlog can change during a sprint as the Development Team works towards the Sprint Goal.   The Sprint Backlog is simply a plan, and that plan can change.   Think of it along the same lines of Progressive Elaboration in traditional project management, where you don't know what you don't know until you actually begin the work, and you learn as you go along.  Changing the Sprint Backlog does not have to be a huge event, although if ""something happens"" that puts the Sprint Goal into question, then certainly the Sprint Backlog, and even the Sprint, can not only change but also be at risk.           Log in or register to post comments",5436
"09:21 am August 23, 2016                    @Doug and Timothy, many thanks for your answers and explaining this topic.. I was using Management Plaza training cards. Yes, definitey next time I will relay only on scrum guide - no exceptions. Thank you!          Log in or register to post comments",5436
"03:09 am January 5, 2017                    I took the open assessment and encountered this question ""During a Sprint, a Development Team determines that it will not be able to finish the complete forecast. Who should be present to review and adjust the Sprint work selected?""  Answer is The Product Owner and the Development Team.  I got it wrong as I chose Development Team. I guess it is how the question being phrased that catch me off-guard.  I think this echoes Charles' feedback that even though SBI owned only by Dev Team but it is the joint effort of changing the work/scope of SB between Product Owner and Dev Team because it will affect the Sprint Goal.          Log in or register to post comments",5436
"09:32 am January 7, 2017                    Reading Scrum guide give me second thought about what I mention above.  I always thought that ""Work"" is the decomposition of the SBI in the form of tasks as part of the plan to deliver Done Increment in the sprint. That should align with the Scrum Guide statement - ""The Sprint Backlog is a highly visible, real-time picture of the work that the Development Team plans to accomplish during the Sprint, and it belongs solely to the Development Team""  Based on my understanding, work belongs and owned by Development Team.  But apparently the answer from Open assessment suggest that Product Owner involvement. Or just how the question being phrased that make me confuse.  Can someone please share your enlightenment?          Log in or register to post comments",5436
"03:17 pm January 7, 2017                    The Sprint Backlog is wholly owned by the Development Team and only they can change it.  Suppose the team amended the Sprint Backlog by reducing the forecast of functionality, while ensuring that the Sprint Goal can still be met. Don't you think they should involve the Product Owner in this revision, so he or she can appraise stakeholders of the reduced functionality, and update the Product Backlog to indicate that work originally planned is no longer in progress?          Log in or register to post comments",5436
"03:20 pm January 9, 2017                    Thanks Ian. That's thought-provoking.          Log in or register to post comments",5436
Log in to reply,5436
Messages,7481
"09:53 pm January 7, 2017                             Our CEO is constantly asking me to fix a bug on very seldom used functionality.  The bug is nasty to fix and I keep assuring him that it will be included by the Product Owner  in a sprint where we will review the whole functionality. Otherwise we will be forced to waste time correcting the bug in a part of code that will disappear.  However, this will not happen in the next week and maybe not in the next month, according to P.O.  Only solution seems to force the bug in the sprint, just now, force somebody to do it, put our goal in danger etc.  If this it's happening only once, it would probably not a problem, but it's happening very often.  CEO has been formed on agile and agree on the methodology  Furthermore the CEO knows that I have the skill to solve it...if I don't do it immediately he will think I'm not obeying his orders...Since this is happening often, he is loosing trust in me...  It's a very stressful situation, anybody has any suggestion?",7481
"10:30 pm January 7, 2017                    I assume that you have raised the issue either in the daily scrum meeting or otherwise. As this issue can be seen as an impediment, not only to your own work but to the project in general, it would be the Scrum master's task to resolve this issue.          Log in or register to post comments",7481
"10:50 pm January 7, 2017                    Does the fix appear in the Product Backlog? If it doesn't, then any discussion about which Sprint it may be actioned in is immaterial. If it does then the PO can advise the CEO about its priority.  It's up to the PO to liaise with stakeholders, including the CEO, about any work included in the Product Backlog. Remember that you can't issue assurances on the PO's behalf. Also, any PBI for the fix must be refined and estimated by the whole Development Team, irrespective of which developer eventually does the work.          Log in or register to post comments",7481
"05:00 am January 9, 2017                     Log the bug in the Product Backlog and inform the PO so that he can work with the CEO          Log in or register to post comments",7481
"12:33 pm January 9, 2017                    Redirect all questions regarding priority of the backlog to the PO. I would also discuss this with the scrum master. If stakeholders (CEO or others) go directly to members of the team to discuss changes and thereby bypass the PO than this an issue that need to be adressed. The CEO does not seem to get this and might need some coaching.          Log in or register to post comments",7481
"02:18 pm January 9, 2017                    Hi Marco,  Following needs to be done in the order of priority if the directive to include the fix is directly from CEO.  1. PO to discuss with CEO and agree to cancel the current sprint due to nature and priority of bug means existing sprint goal is no longer makes sense.  2. PO to factor the bug in product backlog and prioritize to deliver in the next sprint.  3. Scrum master to facilitate meeting wherein above is communicated to the team and arrange Sprint Planning meeting.  4. Sprint retrospective should be effectively used to capture root cause, lessons learned and why you have arrived into this situation, how can this be avoided and share the outcome with CEO.  From my past experience, above can be down within a day and a Sprint planning could be called in the next day to re-arrange the sprint backlog and kick start Sprint with the revised goal.  Cheers  Pankaj           Log in or register to post comments",7481
Log in to reply,7481
Messages,7474
"12:32 pm January 5, 2017                             I am new to this scrum.. just wanted to  know   Who will be doing  the  Data Base model / design for a product to be developed. In case if any technical / workflow change  required in between how it is going to be handled. Is Database model will be done completely before start the actual sprint planning.  Thanks in advance  Regards  Senthil",7474
"10:37 am January 6, 2017                     Based upon your understanding who is responsible for delivering the Product Increment? The idea is to build a cross-functional team that can do whatever is required for releasing a product increment.   Whomsoever has developed it should make the changes too.  Why should we start anything until and unless it has been prioritized, ordered and discussed during the Sprint? What if during the Work start and Sprint planning something change and the DB model or feature is not required at all?          Log in or register to post comments",7474
"11:35 am January 6, 2017                    Thanks Sanjay  My questions are  1.Is data base model should be completed for product before sprint starts?. Is it going to be reviewed by Product owner and do we need to get any approval from client?.  2.In case during the sprint planning if we need to change the DB model due to feedback from client. how do you accommodate ?  3.We might be delivered working model from few sprints and due to db model change request - existing sprint output might be useless. how do we handle it ?           Log in or register to post comments",7474
"03:59 am January 8, 2017                    Welcome to Scum, Senthilkumar.  What was a failure of classic software development?  Too much large planning and design up front.  In order to be flexible in the creation and delivery of software, only what needs to be designed, developed, tested, and delivered should be done just in time.  ""Development Teams are cross-functional, with all of the skills as a team necessary to create a product Increment"" means that they should be able to identify and implement any necessary changes.  Is the team in question specifically a ""database team"" delivering to other software development teams?  If so, then the larger picture of Scrum Teams being devoted to products is being missed.          Log in or register to post comments",7474
"04:10 am January 9, 2017                     In addition to what Alan said, to be more specific to your questions -  1. NO. Team should work on the DB model for items planned for the Sprint and team forecast the items (PBIs) during the Sprint Planning only. A good PO should focus on the WHAT and Maximizing the Business Value and let the Dev Team decides on the HOW part. Approval from client - it depends on your relationship, trust and contractual T&C between you and your client  2. Any work that needs to be done in a Sprint should come thru Product Backlog. PO should consolidate everything in the Product Backlog, get it refined with the Dev Team and then the Team should forecast the Sprint work, it happens in the Sprint Planning meeting only.  3. If the Sprint goal becomes obsolete then PO can cancel the Sprint. Scrum team should get into the planning meeting of new Sprint along with new learning and updated Product Backlog  Hope this helps          Log in or register to post comments",7474
"09:45 am January 9, 2017                    Thank you Alan          Log in or register to post comments",7474
"09:46 am January 9, 2017                    Thank you Sanjay..          Log in or register to post comments",7474
Log in to reply,7474
Messages,7476
"05:20 pm January 5, 2017                             My team are experimenting with techniques which are different to classic implementations of Scrum. Let me give you some examples:  * Walking the board DS instead of the 3 questions  * Ditching story points and velocity, replacing with story counting and using Monte Carlo Simulation to forecast what will be in the sprint - a #NoEstimates approach  * Not doing task breakdown in Sprint Planning - instead using a Kanban style board where stories flow across  Strictly speaking, I don't believe this can be called ""Scrum"", given the Guide calls out the 3 questions and I believe there is a mention of estimation and task breakdown.  I think of this as a Ha or Ri stage in the Shu Ha Ri Model - kind of feels once you pass Shu, you should no longer call it ""Scrum"" - what are your thoughts?",7476
"05:52 pm January 5, 2017                    I think of Scrum being specific about the key elements of Scrum (daily Scrum, Sprint Planning, ...). Some of the things you mentioned, like story points or velocity are optional in Scrum. Some say, if you're not doing Scrum, by the Scrum Guide, you're not doing Scrum, you're doing ""ScrumBut.""  That is we're doing Scrum, but we only do the Daily standup on Tues and Thurs and we don't do retrospectives every couple of Sprints, ... That's not Scrum based on the Scrum Guide.  Note there is flexibility in how some things are done. Again, as an example, burn-down charts are optional, velocity is optional, Scrum boards are optional, ... So there are choices you can make within the Scrum Framework.   My experience has been that it's  best to start with Scrum by the Guide and modify after you're learned Scrum. This, leads to moving away from Scrum alone where you may mix Scrum with other variations... Get good at Scrum first before you try to change the framework.          Log in or register to post comments",7476
"09:20 pm January 5, 2017                    Consider walking the board and wrapping up the Scrum with each team member then summarizing their own position.          Log in or register to post comments",7476
"10:56 pm January 5, 2017                    Start with SCRUM by the guide. At least it's well documented and easy accessible. Team members and everyone else involved need to be on the same page (preferably on the same sentence or at least the same paragraph).  If this fails for some reason then an alternative way of working could be introduced, but only if everyone involved is familiar with this way of working. If you call it Scrum and anyone with Scrum experience enters the team, he/she will be confronted with a different way of working.  If your family plays a self-invented game at home called Choker (playing Chess with Poker rules) and only your family members know how to play this game then you can't invite your neighbor to come and play a game of chess or a game of poker. If he thinks he's coming to play Chess he will be in for a big surprise. He has no way of winning any games either. Any bystanders expecting to see a poker game, have no clue what this Choker game is all about either.   If the changes in the Chess game are only the color or the shape of the pieces then you can still call it Chess. If new pieces are introduced and certain pieces move differently and two dices are used before every move and a trivia card needs to be answered then you can't call it Chess. It's Choker...          Log in or register to post comments",7476
"03:52 am January 8, 2017                    As Rick Smith stated, the examples given are not specified in The Scrum Guide.  Those are techniques that can be used within the Scrum framework.  Trying different methods can be an important part of learning in order to create a high performance Scrum Team.  Excellent example, Nicko DeBeer!  ""A common language referring to the process must be shared by all participants.""  If you are violating the guide, do not call it Scrum.  ""Scrum’s roles, artifacts, events, and rules are immutable and although implementing only parts of Scrum is possible, the result is not Scrum.""  Any time that a Scrum Team wants to modify the framework, there needs to be a discussion about why that role, artifact, event, and rule exists and what value could be lost with said change.  The Scrum Guide does not require that each Development Team member answer each of the three questions in turn; that's a status report.  Walking the board is another technique that often results in a status report.  The purpose of the Daily Scrum event is to inspect and forecast.  Through a discussion the Development Team can explain the information to expressed in the questions.          Log in or register to post comments",7476
Log in to reply,7476
Messages,7409
"06:35 am November 22, 2016                             Hello together,  I have a question about project roles. There are not the project manager role in Scrum. But what takes it outside of the Scrum team such as budgeting or strategic things?  Thank you very much.",7409
"03:15 pm November 22, 2016                    Are you referring to the budgeting and strategic positioning of the product?          Log in or register to post comments",7409
"11:19 pm November 24, 2016                    First a subtle but significant difference, the Scrum framework focuses on products.  When people are having difficulties in understanding and transitioning, it can be helpful to look at each Sprint as a project.  Within each Sprint, the scope is limited by the forecast of the Development Team.  A result is that the cost is easily understood in these short iterations.  By creating an increment which is potentially releasable, customer and market feedback can be gathered early and often.  The role of the Product Owner can serve many of those classical project management functions.          Log in or register to post comments",7409
"07:58 am November 25, 2016                    For me the Scrum Master has to lead the Scrum framework: organisation of different types of meetings (daily, review...) and practices (planning poker, burndow chart, kanban...). But Scrum does not manage other tasks of ""traditional"" project manager: risk management, budget, steering commitee etc. So I think these are additional tasks for the scrum master (if the scrum master is the project manager too).          Log in or register to post comments",7409
"06:56 am November 29, 2016                    I agree with Alan. Budget is a Product Owner's responsibility and should be fairly straightforward.          Log in or register to post comments",7409
"07:55 am December 16, 2016                    Although I agree with Product Owner driving the strategy and budgeting aspects for a 'Product' in Scrum, most often than not some of the organizations get caught between a conundrum of sorts when stakeholder/business budget is holistically allocated and handled at much higher level (like Line of Business) than individual 'Project /Product'. Similarly, the IT/Technology partners budget are also handled separately thereby creating a disconnect or difficulty in presenting coherent metrics to stakeholders and upper management.   Interestingly enough, in these kind of setups- Product Owner and their organization hierarchy fall under Business partner's budget and Scrum Master would be under Technology partner's budget. This creates a tug of war between PO and SM in taking a budgetary call on 'who decides what gets to team and done in this year of releases and what gets pushed over'.  In these scenarios, Which role should take prime responsibility in budget?  Any insight would be much appreciated.  Cheers !           Log in or register to post comments",7409
"09:23 am December 21, 2016                    Scrum requires each project to meet its goals, expectations, project changes at the end of each sprint. Product owner, scrum master, and the team are three major roles in the sprint. The product owner should be familiar with all project development, business goals and customer needs. The Scrum Master should take responsibility that the team is on track in each sprint. Project Manager should take responsibility to complete plan and close project. He /she must find out the way to meet the product requirements.  He/she is also involved in project budgeting and the timeline required to complete the project. Project Manager has the main responsibility to share the budget to the highest level in an organization. So obviously, a project manager will be a part of each scrum sprint. At the same time, he will be handling the other aspects of a project outside the scrum team.           Log in or register to post comments",7409
"05:53 am December 22, 2016                    @Steffi   >> The Scrum Master should take responsibility that the team is on track in each sprint  Development Team is responsible to make sure everything is on track in each Sprint and not the Scrum Master. SM should ensure Scrum principles are adhered by scrum team and remove impediments in the process of achieving sprint goal.  >> Project Manager should take responsibility to complete plan and close project. He /she must find out the way to meet the product requirements.He/she is also involved in project budgeting and the timeline required to complete the project. Project Manager has the main responsibility to share the budget to the highest level in an organization. So obviously, a project manager will be a part of each scrum sprint. At the same time, he will be handling the other aspects of a project outside the scrum team.   There is no Project Manager role in Scrum.           Log in or register to post comments",7409
"01:19 pm December 22, 2016                    I think what (to me) is always confusing about ""Project Manager"" is that (as we all know as it is repeated over & over) Scrum does not define such a role, yet there is likely to be such a role(s) somewhere around any Product development the organization undertakes.  However, this role isn't managing the *project* of getting the Product Increments scoped and completed (responsibility of the PO and DT), nor is this role managing the Scrum framework and obstacles (the responsibility of the SM). Instead, the PM roles are managing all the other activities around releasing/integrating/using the Product Increment into the organization and its customers.  For instance, when the Product Owner elects to release a Product Increment, there are many activities and people involved in making that happen, and these are all outside the responsibility of the Scrum Team.  Consider a Scrum Team in a large bank creating a product for use by their inbound/outbound Call Center.  In this case, a PM might do the planning (scheduling, budgeting, staffing) and execution of such things as:     1. Creation of Marketing Materials, Press Releases, Advertising Campaign, Client notification letters     2. Conducting User Training (perhaps even additional staffing)     3. Coordinating launch with any third-party (or even internal) co-dependencies     4. Deploying the Product to all the centers and servers     5. Creating a fall-back plan (if the roll-out fails)     6. Creating a support plan, staffing & training the 24x7 support team     7. Notifying any government regulatory agencies, as required     8. etc, etc, etc, etc  Of course, many of these will require some cooperation and input from the Scrum Team.  The PO would be involved in identifying which upcoming Increments are likely to be worth releasing, contributing to the marketing plan, etc.  The Development Team may need to provide input to those planning the deployment, the fallback plan and the 24x7 support.  I am *most* anxious to hear feedback on this from others, because (IMO) this is the least-well addressed topic in Scrum.  I want to see if others feel that the tasks I've assigned to a ""PM"" (outside of Scrum, but part of the organization's needs relating to making the Product useful) belong to the Scrum Team and, if so, how that is accomplished.  Or, if they generally agree with what I wrote, how they handle the resulting dependencies on the DT for input/coordination.  Thanks!          Log in or register to post comments",7409
"04:43 pm December 22, 2016                    > when the Product Owner elects to release a Product Increment, there  > are many activities and people involved in making that happen, and  >  these are all outside the responsibility of the Scrum Team  If they are needed in order to create and release an increment, why would they be outside the responsibility of the Scrum Team?  A Scrum Team will engage in product development and in the empirical delivery of maximum value. Are any of the activities you cited irrelevant to this?          Log in or register to post comments",7409
"07:45 pm December 22, 2016                    Ian, I was hoping that you would be a responder, as I think you have a deep foundation of experience and are quick to assist!  This exchange has the potential to make it all ""come together"" for me, so I am looking forward to it.  You asked why I feel the noted activities would be outside the Scrum Team.  Let me turn that around and ask if, on the projects (using that term generically) you've experienced, do your Scrum Teams travel the country training the end users on use of a ""potentially releasable"" increment?  If so, does that training have to complete in order for that Increment to really be ""potentially releasable""?  How big are your Development Teams that allow them to dedicate people from each team to this constant training that might not actually be needed (e.g. in most cases in early iterations, a ""potentially"" releasable Increment won't *actually* release)?  Remember that the actual release, in many projects, is a very large effort.  My last few projects involved perhaps 20 dedicated staff on the development teams, but had as many as 120 people (from various business areas, third-party providers, legal team, system support, data migration, backup & warehousing, etc) and an actual rollout involved sending mailing to the clients (two months in advance), taking out newspaper and radio ads, negotiating contracts and change orders with the affected third-parties, executing the push to all remote servers and configurations to databases, executing the migration of data from old format to new, and a round-the-clock 72 hours of rollout that had a continuous presence of at least 25 people.  Not all projects are just introducing a few new screens.  So, in your projects does the Development Team do all the above, and for each Iteration?          Log in or register to post comments",7409
"08:47 pm December 22, 2016                    In Scrum, with large-scale complex deliverables, multiple Scrum Teams may be needed to create a valuable and usable Sprint increment. They collaborate by means of a Nexus or Nexus+.  In a Nexus, each team is individually responsible for delivering a product feature which makes the increment potentially releasable. The Nexus is responsible for ensuring that all work, regardless of type, is fully integrated and tested by the end of each Sprint. Not all of that development work is necessarily coding work. It could certainly involve training end-users, given that the increment may not be releasable without it. It could even involve sending mail to clients and taking out ads, if that is needed for release, but since this is a matter of stakeholder liaison it is more likely to be undertaken or at least organized by the Product Owner. All of this work would form part of the increment if it is essential to its value and usage.  An important consideration when achieving this standard is to have a Definition of Done that encompasses *all* release qualities, regardless of whether they are technical or non-technical. This is because the critical concern is making sure that there is no undone work at the end of a Sprint. In Scrum there should be no work left to do after an increment is delivered, not even a mail-shot, if that work is needed to effect a release.          Log in or register to post comments",7409
"06:45 am December 23, 2016                    Ian, thank you for the response.  Frankly, it isn't making sense to me yet from a practical perspective.  First, is the purpose of an Iteration to deliver a ""potentially releasable increment"" or a ""released increment""?  I thought that the answer was *releasable*, not *released*.  If so, there is always work to move it from the former to the latter.  If an Increment is actually only *released* in a fraction of the Increments, then the work between *releasable* and *released* (which can be quite a large expense) is wasted on all the others, therefore not a good value return to the business.  This includes many of the activities I noted above, from notifying end-clients, government agencies, creating marketing material (via ad agencies), training call center and support staff, ordering radio/tv/news ads and social media promotions, etc.  Why would you do these public things (e.g. ads) before the PO has even decided to release?  If, in fact, the answer is actually *released*, then an Increment isn't ""Done"" until is is actually released.  As the PO makes the decision about releasing in (or subsequent to) the Sprint Review, is your experience that she ""pushes a button"" (maybe not a real button, but I think you know what I mean) and it is instantly live with no further impact on the DT or others? If not, what does she have to do?  In the Sprints in which she chooses to not release, are those Story Points not credited as accomplished for metrics, as they weren't released, but put back in the PB as incomplete?  If all release activities fall to the Scrum Team and one legal (or other) requirement is for client notifications to go out 60 to 90 days in advance of a ""release"", yet you don't *know* that all PB items will be ""done"" that far in advance, how is that handled (reflected in the PB, moved to SB, notification actually sent, etc).  In some cases, once clients are notified, there can actually be government penalties for not delivering when committed.  Certainly we wouldn't want to go through that notification every Increment ""just in case"" when we know that not every Increment will release -- we'd lose clients and look foolish.  And, if she chooses to not release, what activity is done (and by whom) to undo all the prep for the release (tell the trained people that it has been delayed, withdraw the advertisements, tell the regulatory agencies, etc)?  Please forgive my questions, but this is a very significant thing for me to properly embrace Scrum.  I have bought into it as a great way of turning out Product that is ""ready to go"" (including the technical environment & release processes), but I just cannot see how it extends to ""making it go"" in the context of my questions above.  Maybe I am missing a key point, and I hope you can educate me!  Thanks again!          Log in or register to post comments",7409
"09:19 am December 23, 2016                    If any work needs to be done by the Development Team before an increment can be released, then it is not potentially releasable. That may include training, advertisements, and notifications. Actual release should be dependent upon immediate business or market conditions. The essential principle is that there should be no delay (and thus no outstanding work to do) in responding to those conditions.  To achieve this ability, Scrum may require that certain assumptions regarding the interface between the product and its environment are challenged. The challenge is great because each and every Sprint Increment must be potentially releasable and with minimum attenuation of feedback. Everything you describe must be brought within a time-frame of no more than 30 days. The way teams work with stakeholders themselves is therefore *also* subject to transformation. That's the challenge of agility at scale.  For example:  - Certain stakeholders, including potential end-users, may need to be involved during a Sprint so they are familiar with the system being developed. This can mean building a new and very different relationship with them.  - Clients will need to be brought into a position where they can actually benefit from Sprint cycles and rapid feedback. Expectations about the scale of deliveries may need to change, along with time-frames which ought not to exceed one month.  - The scope of ""notification"" may need to be reduced. Instead of expecting a push of large releases, stakeholders should expect to be engaged more closely and more frequently, to the extent that release becomes a trivial act.           Log in or register to post comments",7409
"02:21 pm December 23, 2016                    I very much appreciate your engaging in this exchange.  While I think I understand what you are saying in theory, it isn't making sense to me practically.  First example is the notifications.  In some of the projects I've managed, there is a legal requirement that clients (and government) be notified a *minimum* of 60 days in advance (I think the window also has a maximum of 90 days).  As you write that everything must be brought to time-frame of no more than 30 days (I assume this number reflects the maximum Sprint length), either we must get the government to change its requirement, or we need to violate the law, or we make Sprints to be 60 days.  None of these is going to happen, of course.  Second is that you write ""actual release should be dependent upon immediate business or market conditions"". OK, I understand this, but what is the effort of doing an ""actual release"".  This has to reflect *some* work by someone somewhere.  Third, let me offer an example (I'll get away from banks and insurance companies, where most of my personal experience is) of a company deciding they want to make a new Spreadsheet product to compete with Excel and Google Sheets -- compatible, but much better.  Obviously, they won't even have a fraction of a fully-compatible product in the first Sprint.  If they are really good, their first iteration might produce an app that has a requisite framework (splash screen, legal notices, help function) and displays and navigates a sheet with 65K rows and 256 columns and allows input of text or numeric data into the cells, but no formatting, no formulas, no graphics.  Now, maybe this is where I'm missing it all.  Given that there is real ""business"" content in this iteration, I would have thought this was a good Sprint as it delivered business function (value).  However, there is no way in which the business would ""release"" this to the world.  So, in that sense, the business has no way to receive remuneration for its investment thus far.  Does that mean that the Sprint did NOT produce an Increment of business value?  If they needed to have this ""releasable"" (by the definition you offered above), then they would have contracted ad agencies, created marketing materials and a press release, paid for creation of packaging, paid for product to be created and stockpiled for delivery to retail stores, trademarked the name they are to use, gone to trade shows to promote its upcoming release, etc, etc.  Who would *possibly* do these things on that Iteration (I'm confident they *couldn't* be accomplished in the first 30 days), especially when everyone knows that the Iteration is not going to release beyond internal ""customers"".  My struggle might be falling to two principles -- ""releasable"" and ""business value"".  Thank you again ...          Log in or register to post comments",7409
"02:22 pm December 23, 2016                    Ian, BTW, if we ever find ourselves in the same city, I owe you a dinner ... :)          Log in or register to post comments",7409
"03:01 pm December 23, 2016                    If there are legal requirements that would cause the attenuation of an agile feedback loop, then I suppose they may be challenged on that basis. A 60 day minimum is perhaps an interesting edge case, because it would be in line with the 2-month maximum that is asserted in the agile manifesto.  Release should involve a trivial amount of work. I'll leave it up to you to decide what trivial would mean in your case, but it should not impact the Development Team to a degree they would consider to be significant.  Release of an increment is not necessarily to the world. It must be to an environment where empirical evidence of value can be obtained. Scrum doesn't say much about how this is done, but the enterprise lean startup movement has given it a quite thorough treatment in terms of MVP's, cohort identification, and split testing.          Log in or register to post comments",7409
